#{"t_start": 1730000642.71511, "env_id": "w/TetrisEnv"}
r,l,t
246.0,11,956.031131
266.0,12,956.039448
276.0,13,956.048227
244.0,11,956.058528
252.0,12,956.066611
230.0,11,956.072995
246.0,12,956.080072
232.0,11,956.086572
254.0,12,956.092907
228.0,11,956.098711
244.0,12,956.104841
252.0,12,956.110991
232.0,11,956.116333
236.0,11,956.12166
224.0,11,956.126974
260.0,12,956.132524
228.0,11,956.137325
244.0,11,956.142236
250.0,11,956.14698
234.0,11,956.151882
228.0,11,956.15875
228.0,11,956.163748
252.0,12,956.168798
224.0,11,956.173311
232.0,11,956.178187
232.0,11,956.182751
236.0,11,956.187144
232.0,12,956.19186
232.0,12,956.196655
226.0,11,956.200912
236.0,11,956.205099
236.0,11,956.209512
236.0,11,956.213904
232.0,11,956.218116
234.0,11,956.222159
226.0,11,956.226418
240.0,12,956.230889
250.0,12,956.235466
236.0,11,956.23955
236.0,12,956.244106
264.0,12,956.24843
246.0,11,956.252516
228.0,11,956.256416
246.0,11,956.262176
230.0,11,956.266059
242.0,12,956.270264
224.0,11,956.274249
240.0,12,956.278515
256.0,12,956.282944
238.0,11,956.286771
246.0,12,956.29091
230.0,11,956.295007
268.0,12,956.299238
256.0,12,956.303533
230.0,11,956.307323
240.0,11,956.3112
232.0,11,956.314895
244.0,11,956.318684
230.0,11,956.322346
242.0,11,956.32607
252.0,12,956.330074
266.0,12,956.334242
246.0,11,956.337915
234.0,11,956.341581
260.0,12,956.345658
246.0,12,956.349812
236.0,11,956.353425
258.0,12,956.357453
232.0,11,956.362678
228.0,11,956.366444
232.0,11,957.773759
248.0,11,957.78255
238.0,12,957.791509
264.0,12,957.800383
226.0,11,957.811667
224.0,11,957.819561
228.0,11,957.827329
250.0,12,957.835603
242.0,12,957.843857
226.0,11,957.851404
242.0,12,957.859418
254.0,12,957.867512
242.0,11,957.874933
236.0,11,957.882211
238.0,11,957.889362
226.0,11,957.896657
234.0,11,957.903739
234.0,11,957.913937
228.0,11,957.921255
244.0,12,957.929218
250.0,11,957.936713
248.0,12,957.944449
224.0,11,957.952036
234.0,11,957.959164
228.0,11,957.966125
246.0,11,957.97308
236.0,11,957.980006
258.0,12,957.987725
232.0,11,957.994916
224.0,11,958.001929
238.0,11,958.01104
262.0,12,958.017931
244.0,12,958.024597
274.0,12,958.030706
254.0,12,958.03667
240.0,11,958.04212
258.0,12,958.048183
238.0,11,958.05346
234.0,11,958.058482
254.0,12,958.063944
232.0,11,958.068839
242.0,11,958.073632
228.0,11,958.078395
268.0,12,958.083505
236.0,11,958.088035
246.0,12,958.092953
234.0,11,958.0973
242.0,11,958.101712
240.0,11,958.106146
252.0,12,958.113367
230.0,11,958.117954
228.0,11,958.122239
250.0,12,958.127287
230.0,11,958.131492
230.0,11,958.135645
228.0,11,958.139858
270.0,12,958.144395
254.0,12,958.14885
240.0,11,958.153001
254.0,11,958.157158
236.0,11,958.161346
248.0,12,958.165701
252.0,12,958.170001
278.0,12,958.174292
242.0,12,958.178591
230.0,11,958.182639
238.0,11,958.186553
240.0,11,958.190422
244.0,11,958.194395
240.0,12,958.198536
232.0,11,958.202366
238.0,11,958.206167
230.0,11,958.209909
250.0,12,958.215966
258.0,12,958.22012
262.0,12,958.224268
234.0,11,958.228026
236.0,11,958.23176
246.0,11,958.235503
260.0,12,958.23957
228.0,11,958.243407
254.0,12,958.247542
224.0,11,958.251208
240.0,11,958.254827
240.0,12,958.258774
240.0,11,958.262424
230.0,11,958.266065
232.0,11,958.269637
236.0,12,958.273507
238.0,12,958.277374
242.0,11,959.614485
238.0,11,959.623039
242.0,11,959.631874
254.0,12,959.640519
238.0,11,959.648939
230.0,11,959.660024
228.0,11,959.667999
236.0,11,959.675837
242.0,12,959.684119
234.0,11,959.691487
244.0,12,959.699606
234.0,11,959.707071
250.0,12,959.715125
236.0,11,959.722473
226.0,11,959.729887
232.0,11,959.737004
236.0,12,959.744855
238.0,11,959.751991
238.0,11,959.762484
254.0,12,959.770218
240.0,11,959.7774
238.0,11,959.784431
258.0,12,959.791963
244.0,11,959.798897
236.0,12,959.80663
228.0,11,959.813506
272.0,13,959.82141
238.0,12,959.82856
258.0,12,959.835141
244.0,11,959.841093
226.0,11,959.847032
250.0,12,959.852913
238.0,12,959.862096
224.0,11,959.867923
240.0,12,959.873668
234.0,11,959.878845
248.0,12,959.884476
248.0,11,959.889517
224.0,11,959.894448
272.0,12,959.899671
240.0,11,959.904564
236.0,11,959.909422
234.0,11,959.91421
240.0,12,959.91932
230.0,11,959.923824
252.0,12,959.92889
240.0,11,959.933375
228.0,11,959.937808
240.0,12,959.942697
238.0,12,959.947588
224.0,11,959.951971
252.0,12,959.956648
234.0,11,959.962777
236.0,11,959.967005
234.0,11,959.971187
266.0,12,959.975816
274.0,12,959.980479
242.0,12,959.984991
228.0,11,959.989127
250.0,11,959.993327
238.0,12,959.997983
256.0,12,960.002397
260.0,12,960.006854
248.0,12,960.011413
254.0,12,960.015857
240.0,11,960.019821
242.0,11,960.023797
248.0,11,960.027915
240.0,11,960.031755
238.0,12,960.035908
254.0,12,960.040111
224.0,11,960.043995
262.0,12,960.048079
238.0,11,960.051903
230.0,11,960.055642
246.0,12,960.061372
230.0,11,960.065326
240.0,11,960.069119
230.0,11,960.072837
254.0,12,960.076971
234.0,11,960.080699
230.0,11,960.08431
242.0,11,960.087951
236.0,11,960.091564
264.0,12,960.095622
230.0,11,960.099278
236.0,11,960.102924
236.0,11,960.106554
236.0,11,960.11029
240.0,11,960.113991
244.0,12,961.794437
240.0,11,961.809794
250.0,12,961.826483
244.0,11,961.83405
228.0,11,961.878508
236.0,11,961.885861
236.0,11,961.893213
250.0,11,961.900185
248.0,12,961.907895
252.0,12,961.918444
234.0,11,961.925557
224.0,11,961.932664
250.0,12,961.94034
242.0,11,961.947436
254.0,12,961.955004
228.0,11,961.961874
234.0,11,961.968674
234.0,11,961.9754
248.0,11,961.982044
230.0,11,961.988637
244.0,11,961.99524
238.0,11,962.00134
226.0,11,962.007163
270.0,12,962.01342
234.0,11,962.021074
234.0,11,962.026508
256.0,12,962.032405
228.0,11,962.037638
242.0,11,962.042778
238.0,11,962.047711
248.0,12,962.052928
248.0,12,962.058094
254.0,12,962.063307
252.0,12,962.068253
250.0,12,962.073152
238.0,12,962.078149
230.0,11,962.082619
232.0,11,962.086958
230.0,11,962.091408
236.0,11,962.095718
226.0,11,962.100137
234.0,11,962.104546
262.0,12,962.109298
232.0,11,962.11357
252.0,11,962.119639
232.0,12,962.124214
236.0,11,962.128353
264.0,12,962.132764
236.0,11,962.136886
242.0,11,962.141093
226.0,11,962.145185
238.0,11,962.149215
234.0,11,962.153301
236.0,11,962.15735
230.0,11,962.161225
228.0,11,962.165073
232.0,11,962.16894
240.0,11,962.172846
258.0,12,962.177071
232.0,11,962.180966
268.0,12,962.185151
242.0,12,962.189295
252.0,12,962.193297
264.0,12,962.197373
240.0,12,962.201399
240.0,11,962.205059
248.0,11,962.208755
256.0,12,962.212744
244.0,11,962.216418
240.0,11,962.221927
232.0,11,962.225704
246.0,12,962.229727
254.0,12,962.233687
232.0,11,962.237312
230.0,11,962.240959
226.0,11,962.24454
252.0,12,962.248369
270.0,12,962.25226
248.0,12,962.256071
234.0,11,962.259658
232.0,11,962.263213
224.0,11,962.266745
232.0,11,962.270245
246.0,11,962.273756
234.0,11,962.277284
224.0,11,962.28079
250.0,11,962.284353
232.0,11,962.287889
262.0,12,962.291622
254.0,12,962.295344
240.0,11,962.298864
250.0,12,965.495277
252.0,12,965.511649
238.0,12,965.520175
238.0,11,965.527965
238.0,11,965.538986
236.0,12,965.547237
238.0,11,965.554528
226.0,11,965.56207
234.0,11,965.569556
236.0,11,965.57726
240.0,12,965.585064
244.0,12,965.593033
224.0,11,965.600413
240.0,11,965.607439
234.0,11,965.6149
230.0,11,965.622155
272.0,12,965.63001
244.0,12,965.640816
268.0,12,965.649125
242.0,11,965.656338
240.0,11,965.663533
256.0,12,965.671362
256.0,12,965.678518
224.0,11,965.684619
232.0,11,965.690491
256.0,12,965.696741
270.0,12,965.702605
262.0,12,965.708711
252.0,12,965.714689
228.0,11,965.719547
228.0,11,965.724513
232.0,11,965.729589
234.0,12,965.734839
252.0,12,965.742333
256.0,12,965.747569
262.0,12,965.75269
242.0,12,965.757701
242.0,12,965.762923
254.0,12,965.767922
232.0,11,965.772316
240.0,12,965.777498
254.0,12,965.782241
234.0,11,965.786506
234.0,11,965.79082
236.0,11,965.795294
238.0,11,965.799607
248.0,11,965.803705
236.0,11,965.807869
236.0,11,965.812157
246.0,11,965.816287
236.0,11,965.820452
258.0,12,965.824911
226.0,11,965.829027
268.0,12,965.833306
262.0,12,965.839519
256.0,12,965.844232
244.0,11,965.84823
224.0,11,965.852152
234.0,11,965.856123
234.0,11,965.860156
238.0,11,965.86422
248.0,12,965.868386
234.0,11,965.872189
232.0,11,965.87613
226.0,11,965.880146
226.0,11,965.883863
248.0,12,965.887985
242.0,11,965.891737
232.0,11,965.895647
224.0,11,965.899677
224.0,11,965.903493
228.0,11,965.907408
242.0,12,965.911681
254.0,12,965.915836
246.0,12,965.919909
228.0,11,965.923544
226.0,11,965.927433
226.0,11,965.93103
232.0,11,965.934749
228.0,11,965.940165
244.0,12,965.944445
256.0,12,965.948387
252.0,12,965.952329
224.0,11,965.95598
258.0,12,965.960314
232.0,11,965.964036
240.0,11,965.967714
246.0,12,965.971619
240.0,11,965.975391
262.0,12,968.902982
244.0,12,968.920382
262.0,12,968.930616
236.0,11,968.939351
234.0,11,968.947971
250.0,12,968.961603
266.0,12,968.970902
230.0,11,968.979483
246.0,12,968.988578
236.0,11,968.996717
230.0,11,969.00496
246.0,12,969.013698
244.0,12,969.022717
232.0,11,969.030802
244.0,11,969.038831
226.0,11,969.046824
242.0,12,969.055553
248.0,12,969.068561
238.0,11,969.07596
230.0,11,969.082884
244.0,12,969.090215
254.0,12,969.097247
232.0,11,969.103336
236.0,11,969.109239
244.0,12,969.115674
246.0,12,969.121713
230.0,11,969.127055
252.0,12,969.132886
248.0,12,969.138452
232.0,11,969.143579
232.0,11,969.148576
244.0,11,969.153453
230.0,11,969.158178
246.0,11,969.170654
224.0,11,969.179
252.0,12,969.183839
230.0,11,969.188265
246.0,12,969.193073
236.0,11,969.197451
250.0,12,969.202134
232.0,11,969.206321
232.0,11,969.210559
244.0,11,969.214883
250.0,12,969.219558
230.0,11,969.223697
266.0,12,969.228186
254.0,12,969.232606
228.0,11,969.236714
236.0,11,969.24068
238.0,12,969.244997
224.0,11,969.248971
232.0,11,969.252929
238.0,11,969.256973
230.0,11,969.26094
226.0,11,969.266762
242.0,12,969.271019
226.0,11,969.274861
230.0,11,969.278796
242.0,12,969.283013
226.0,11,969.286764
244.0,11,969.290605
250.0,12,969.294726
242.0,11,969.298531
234.0,11,969.302411
262.0,12,969.30651
252.0,12,969.310611
234.0,11,969.314471
258.0,12,969.31859
242.0,11,969.322261
228.0,11,969.32602
232.0,11,969.329733
244.0,12,969.333754
230.0,11,969.337569
238.0,12,969.34154
228.0,11,969.345312
236.0,11,969.348978
234.0,11,969.352615
250.0,12,969.356563
234.0,11,969.360062
226.0,11,969.36525
256.0,12,969.369305
232.0,11,969.372868
228.0,11,969.376413
242.0,12,969.380247
262.0,12,969.384102
236.0,12,969.388227
236.0,11,969.391788
226.0,11,969.395489
242.0,12,969.399462
244.0,12,969.403317
266.0,12,971.69171
240.0,11,971.706998
228.0,11,971.716889
230.0,11,971.72491
248.0,12,971.733579
228.0,11,971.741361
232.0,11,971.749228
240.0,12,971.760442
250.0,12,971.768952
232.0,11,971.776368
226.0,11,971.783925
248.0,12,971.792109
242.0,12,971.800249
256.0,12,971.808506
226.0,11,971.815935
240.0,12,971.823834
234.0,11,971.83114
224.0,11,971.838228
230.0,11,971.845488
234.0,11,971.852609
232.0,11,971.86158
246.0,12,971.868511
262.0,12,971.875073
232.0,11,971.880826
256.0,12,971.88698
274.0,12,971.892965
232.0,11,971.898716
234.0,11,971.903972
238.0,11,971.909188
252.0,12,971.914789
230.0,11,971.919843
228.0,11,971.924739
230.0,11,971.929648
272.0,12,971.934995
238.0,11,971.939825
238.0,11,971.944607
254.0,12,971.949515
236.0,11,971.95395
248.0,12,971.960788
260.0,12,971.96586
246.0,11,971.970393
228.0,11,971.974994
226.0,11,971.97969
230.0,11,971.984103
244.0,12,971.988697
228.0,11,971.992904
254.0,12,971.997617
248.0,11,972.001827
248.0,11,972.005942
246.0,12,972.010623
252.0,12,972.015035
242.0,12,972.019319
224.0,11,972.023317
244.0,12,972.027741
226.0,11,972.031688
272.0,13,972.036322
234.0,11,972.040224
244.0,12,972.044521
262.0,12,972.048678
242.0,11,972.05246
248.0,11,972.056243
252.0,12,972.062069
242.0,11,972.066059
258.0,12,972.070303
224.0,11,972.074142
250.0,12,972.078388
230.0,11,972.082258
236.0,11,972.08604
234.0,11,972.089831
246.0,12,972.093939
254.0,11,972.097739
254.0,12,972.101823
242.0,12,972.105864
230.0,11,972.109466
226.0,11,972.113071
228.0,11,972.116662
230.0,11,972.120233
234.0,11,972.123815
238.0,11,972.127593
232.0,11,972.131188
246.0,12,972.135168
270.0,12,972.139086
240.0,11,972.142603
232.0,11,972.146211
234.0,11,972.149788
234.0,11,972.153311
252.0,12,972.157167
234.0,11,972.161386
252.0,11,972.166683
238.0,11,972.170269
248.0,12,974.729316
236.0,11,974.738469
236.0,11,974.747786
250.0,12,974.756912
252.0,12,974.766366
236.0,11,974.774357
224.0,11,974.785818
250.0,11,974.794041
244.0,11,974.802133
238.0,11,974.810335
236.0,11,974.818293
250.0,12,974.827326
240.0,11,974.834864
228.0,11,974.842028
226.0,11,974.849183
262.0,12,974.856823
232.0,11,974.863857
238.0,11,974.870796
228.0,11,974.877742
272.0,13,974.888643
236.0,11,974.895843
230.0,11,974.90294
238.0,11,974.910053
256.0,12,974.917681
234.0,11,974.924785
262.0,12,974.932382
236.0,11,974.939602
250.0,11,974.945995
242.0,12,974.952613
228.0,11,974.958615
230.0,11,974.964166
234.0,11,974.969564
238.0,12,974.975507
232.0,11,974.980819
232.0,11,974.988132
236.0,11,974.993157
254.0,12,974.998619
228.0,11,975.003516
228.0,11,975.008403
230.0,11,975.013489
234.0,11,975.018234
244.0,12,975.023345
232.0,11,975.028033
226.0,11,975.032734
240.0,11,975.037344
232.0,11,975.041653
236.0,11,975.045935
250.0,12,975.050693
232.0,11,975.055018
230.0,11,975.059329
264.0,12,975.063852
240.0,11,975.067921
238.0,12,975.072328
226.0,11,975.076386
238.0,11,975.080472
234.0,11,975.086508
244.0,12,975.09089
234.0,11,975.09495
244.0,12,975.099289
234.0,11,975.103209
236.0,11,975.107101
236.0,11,975.111002
254.0,12,975.115296
258.0,12,975.119623
256.0,12,975.12378
238.0,11,975.127667
276.0,13,975.13223
246.0,11,975.136
230.0,11,975.139716
224.0,11,975.143437
254.0,12,975.147511
254.0,12,975.151591
252.0,12,975.155655
248.0,11,975.15948
264.0,12,975.163501
224.0,11,975.167121
258.0,12,975.171107
254.0,12,975.175074
248.0,12,975.179349
230.0,12,975.183322
232.0,11,975.188731
224.0,11,975.192375
252.0,12,975.1964
264.0,12,975.200249
238.0,11,975.203853
268.0,12,975.207719
228.0,11,975.211353
262.0,12,975.215302
236.0,11,975.218848
240.0,12,978.448511
230.0,11,978.465405
250.0,12,978.479981
256.0,12,978.488217
246.0,12,978.496269
256.0,12,978.504216
228.0,11,978.511561
258.0,12,978.519331
242.0,12,978.52727
240.0,11,978.534312
250.0,12,978.54633
240.0,11,978.553491
250.0,11,978.56052
246.0,11,978.567559
224.0,11,978.574432
230.0,11,978.581337
240.0,12,978.588711
236.0,12,978.596021
228.0,11,978.602931
228.0,11,978.609746
230.0,11,978.61665
250.0,12,978.623896
230.0,11,978.630317
244.0,12,978.636778
250.0,11,978.646441
232.0,11,978.651853
228.0,11,978.657178
228.0,11,978.662876
244.0,12,978.668763
230.0,11,978.674004
242.0,11,978.678972
232.0,11,978.683895
234.0,12,978.68923
246.0,12,978.694606
254.0,12,978.699854
234.0,11,978.70453
234.0,11,978.709179
242.0,11,978.713916
232.0,11,978.718531
234.0,11,978.723099
264.0,12,978.727921
254.0,12,978.732635
236.0,11,978.736955
224.0,11,978.741387
256.0,12,978.748674
238.0,11,978.752874
224.0,11,978.757004
248.0,11,978.76121
230.0,11,978.765346
219.0,12,978.769778
270.0,12,978.774161
230.0,11,978.778164
234.0,11,978.782292
284.0,13,978.786958
242.0,11,978.790919
226.0,11,978.79488
226.0,11,978.798825
230.0,11,978.802752
236.0,11,978.806674
228.0,11,978.810549
228.0,11,978.81437
224.0,11,978.818088
238.0,11,978.821736
242.0,12,978.825739
240.0,11,978.829433
236.0,11,978.833067
236.0,11,978.836784
250.0,12,978.840766
230.0,11,978.846163
234.0,11,978.850007
254.0,12,978.853967
246.0,11,978.85765
234.0,12,978.861703
226.0,11,978.865376
260.0,12,978.869257
230.0,11,978.872719
256.0,12,978.876646
230.0,11,978.880188
240.0,11,978.88386
230.0,11,978.887467
234.0,11,978.891059
236.0,11,978.894658
262.0,12,978.898522
248.0,12,978.902443
226.0,11,978.906063
248.0,11,978.909615
246.0,12,978.91337
226.0,11,978.91683
278.0,13,978.920867
234.0,11,978.924302
242.0,12,982.059783
236.0,11,982.075166
238.0,11,982.086858
252.0,12,982.095653
240.0,11,982.103391
234.0,12,982.1118
226.0,11,982.119298
234.0,11,982.126636
270.0,12,982.134478
234.0,11,982.142003
234.0,11,982.149258
234.0,11,982.165834
274.0,12,982.17804
274.0,12,982.186916
260.0,12,982.19558
224.0,11,982.203698
250.0,12,982.212411
264.0,12,982.221044
244.0,12,982.229639
236.0,11,982.237631
246.0,12,982.245434
246.0,11,982.25216
224.0,11,982.261286
252.0,12,982.267917
242.0,12,982.274578
242.0,11,982.280664
240.0,11,982.286686
236.0,11,982.292023
244.0,12,982.29812
260.0,12,982.303937
252.0,12,982.309815
260.0,12,982.315262
232.0,11,982.320232
244.0,12,982.325682
232.0,11,982.330691
228.0,11,982.335604
236.0,11,982.34027
258.0,12,982.345402
246.0,12,982.350485
242.0,11,982.35514
230.0,11,982.361721
236.0,11,982.366227
232.0,11,982.370653
236.0,11,982.375169
236.0,11,982.379981
228.0,11,982.384508
258.0,12,982.389348
242.0,11,982.393702
240.0,12,982.398527
244.0,12,982.403162
260.0,12,982.40784
238.0,11,982.412025
248.0,12,982.416687
248.0,12,982.421226
236.0,12,982.425765
232.0,11,982.429879
262.0,12,982.434296
256.0,12,982.438698
228.0,11,982.442666
254.0,12,982.446918
246.0,12,982.451148
266.0,13,982.455742
228.0,11,982.461663
248.0,12,982.466077
254.0,12,982.470373
232.0,11,982.474311
232.0,11,982.478325
256.0,12,982.48252
248.0,12,982.486828
226.0,11,982.490678
232.0,11,982.494469
232.0,11,982.498312
260.0,13,982.502672
240.0,12,982.506692
228.0,11,982.510396
246.0,12,982.514484
246.0,12,982.518534
248.0,12,982.522555
256.0,12,982.5267
230.0,11,982.530424
226.0,11,982.53411
254.0,12,982.538124
254.0,12,982.542172
248.0,12,982.546266
266.0,12,982.550234
232.0,11,982.553938
232.0,11,982.557655
230.0,11,982.563096
228.0,11,982.566906
224.0,11,984.008186
254.0,12,984.01853
244.0,12,984.028806
242.0,12,984.039317
236.0,11,984.048943
240.0,11,984.057975
242.0,11,984.066702
250.0,12,984.075804
250.0,12,984.085293
262.0,12,984.094504
230.0,11,984.105833
236.0,11,984.114414
238.0,12,984.123672
246.0,12,984.132828
232.0,11,984.141286
224.0,11,984.149586
252.0,12,984.158528
230.0,11,984.166709
242.0,11,984.174567
244.0,11,984.182556
280.0,13,984.191894
236.0,11,984.199931
226.0,11,984.211015
230.0,11,984.218956
234.0,11,984.225863
230.0,11,984.232713
234.0,12,984.23982
242.0,12,984.246455
246.0,12,984.253021
232.0,11,984.258895
238.0,12,984.265571
232.0,11,984.27106
230.0,11,984.276576
232.0,11,984.281945
252.0,12,984.287722
260.0,12,984.293322
228.0,11,984.298415
256.0,12,984.30397
234.0,11,984.311307
236.0,11,984.316428
240.0,12,984.321855
244.0,11,984.326704
252.0,12,984.332026
242.0,12,984.337125
246.0,12,984.342244
248.0,12,984.347505
230.0,11,984.352234
236.0,11,984.356817
252.0,12,984.3616
254.0,11,984.366072
224.0,11,984.370537
236.0,11,984.374864
248.0,12,984.379741
226.0,11,984.384014
250.0,12,984.388609
230.0,11,984.392797
224.0,11,984.397141
232.0,11,984.401393
230.0,11,984.405596
234.0,11,984.411716
244.0,12,984.416205
234.0,12,984.420744
236.0,11,984.424777
246.0,12,984.429261
236.0,11,984.433203
238.0,11,984.437112
232.0,11,984.441121
240.0,11,984.445163
226.0,11,984.449167
262.0,12,984.453637
232.0,11,984.457621
226.0,11,984.461545
264.0,12,984.465725
266.0,13,984.470224
226.0,11,984.473918
228.0,11,984.477741
234.0,11,984.481714
234.0,11,984.485573
236.0,11,984.489369
230.0,11,984.493134
224.0,11,984.496912
226.0,11,984.500724
256.0,12,984.504891
236.0,11,984.508542
228.0,11,984.514133
256.0,12,984.518258
234.0,11,984.522
238.0,11,984.525782
232.0,11,984.529564
230.0,11,984.533297
242.0,12,985.964381
230.0,11,985.97423
230.0,11,985.983803
226.0,11,985.993177
234.0,11,986.002502
232.0,11,986.011132
254.0,12,986.020694
244.0,11,986.029493
248.0,11,986.038019
224.0,11,986.046605
246.0,12,986.059587
246.0,11,986.068478
242.0,11,986.077143
224.0,11,986.085658
264.0,12,986.094586
232.0,11,986.10276
228.0,11,986.110821
248.0,12,986.119821
244.0,11,986.127955
236.0,11,986.136143
236.0,11,986.144079
252.0,12,986.155586
228.0,11,986.16479
244.0,12,986.173753
240.0,12,986.181545
234.0,11,986.188576
242.0,12,986.19618
230.0,11,986.202396
246.0,11,986.209108
242.0,12,986.216079
224.0,11,986.22243
244.0,11,986.228094
232.0,11,986.233527
260.0,12,986.239472
250.0,12,986.245294
226.0,11,986.250566
232.0,11,986.257782
230.0,11,986.263203
270.0,12,986.268577
254.0,12,986.273651
242.0,11,986.27827
240.0,11,986.283024
238.0,11,986.287744
270.0,12,986.292899
232.0,11,986.297691
230.0,11,986.302251
232.0,11,986.306759
262.0,12,986.31158
236.0,11,986.316057
234.0,11,986.320512
248.0,12,986.325274
228.0,11,986.32952
240.0,12,986.334098
228.0,11,986.338475
224.0,11,986.342752
236.0,11,986.347083
246.0,12,986.351671
228.0,11,986.357518
247.0,12,986.362157
232.0,11,986.366259
254.0,12,986.37062
230.0,11,986.374572
236.0,11,986.37862
236.0,11,986.382636
234.0,11,986.386682
232.0,11,986.390742
256.0,12,986.395117
248.0,12,986.399583
244.0,12,986.404011
228.0,11,986.40808
224.0,11,986.412031
230.0,11,986.416042
234.0,11,986.420028
246.0,11,986.423858
246.0,12,986.428124
272.0,13,986.432673
270.0,12,986.436975
230.0,11,986.440736
248.0,11,986.444527
232.0,11,986.448438
232.0,11,986.452269
236.0,12,986.456374
240.0,12,986.462306
236.0,11,986.46607
230.0,11,986.469798
246.0,11,986.473574
244.0,12,986.477733
232.0,11,986.481478
236.0,11,986.485161
228.0,11,986.488953
236.0,11,987.938586
230.0,11,987.949247
246.0,11,987.958957
236.0,11,987.968349
248.0,12,987.978304
266.0,12,987.987706
232.0,11,987.996763
232.0,11,988.008578
252.0,11,988.017539
240.0,12,988.027107
248.0,12,988.036311
240.0,11,988.044972
226.0,11,988.05356
230.0,11,988.062114
234.0,12,988.071242
224.0,11,988.079506
236.0,11,988.087517
256.0,12,988.096564
238.0,11,988.107286
248.0,11,988.115776
238.0,11,988.124064
252.0,12,988.133091
236.0,11,988.140952
250.0,12,988.148762
232.0,11,988.155556
226.0,11,988.161975
252.0,12,988.168571
236.0,11,988.174615
244.0,12,988.180665
228.0,11,988.186123
262.0,12,988.191935
240.0,12,988.197814
228.0,11,988.202908
252.0,11,988.210155
228.0,11,988.215333
234.0,11,988.220294
272.0,12,988.225843
230.0,11,988.230701
236.0,11,988.235519
246.0,12,988.240704
234.0,12,988.24587
254.0,12,988.251088
236.0,11,988.255686
236.0,11,988.26018
240.0,11,988.264623
246.0,12,988.269501
234.0,11,988.273907
234.0,11,988.278228
230.0,11,988.282542
254.0,12,988.287153
258.0,12,988.29178
226.0,11,988.29603
240.0,11,988.300274
250.0,12,988.304742
228.0,11,988.310683
238.0,11,988.31486
230.0,11,988.318913
226.0,11,988.322987
232.0,11,988.32709
232.0,11,988.331225
236.0,11,988.335276
268.0,12,988.339703
236.0,11,988.343762
234.0,11,988.347761
236.0,11,988.351653
234.0,11,988.355519
238.0,11,988.359535
242.0,11,988.363484
224.0,11,988.367405
232.0,11,988.371294
234.0,11,988.375086
274.0,12,988.379267
248.0,11,988.383005
254.0,12,988.387069
224.0,11,988.390831
230.0,11,988.394638
250.0,12,988.398782
228.0,11,988.402598
240.0,12,988.406646
232.0,11,988.412203
244.0,12,988.416342
244.0,11,988.420026
228.0,11,988.423706
236.0,11,988.427378
252.0,11,988.431093
244.0,11,988.434862
254.0,12,988.43889
250.0,12,988.442888
232.0,11,988.446738
240.0,11,988.450526
250.0,12,988.454609
264.0,12,991.430622
230.0,11,991.445359
238.0,11,991.453555
238.0,11,991.461436
230.0,12,991.469702
234.0,11,991.477276
230.0,11,991.484812
236.0,11,991.492109
234.0,11,991.499614
252.0,11,991.506912
254.0,12,991.515065
232.0,12,991.527161
234.0,11,991.534491
246.0,12,991.542334
254.0,12,991.550306
244.0,12,991.558248
224.0,11,991.565515
236.0,11,991.57246
224.0,11,991.579515
246.0,11,991.586645
236.0,11,991.59351
244.0,12,991.601082
244.0,12,991.608068
228.0,11,991.614255
244.0,12,991.624614
248.0,11,991.630469
238.0,11,991.635873
260.0,12,991.641685
242.0,12,991.647422
232.0,11,991.652508
260.0,12,991.65805
234.0,11,991.663107
234.0,11,991.668205
254.0,12,991.673527
250.0,12,991.678796
240.0,11,991.683474
228.0,11,991.68815
240.0,11,991.692784
244.0,12,991.697791
232.0,11,991.702203
242.0,12,991.706993
238.0,11,991.711407
230.0,11,991.715801
232.0,11,991.720137
234.0,11,991.726412
228.0,11,991.73079
252.0,12,991.735269
242.0,11,991.739415
230.0,11,991.743562
236.0,11,991.747788
224.0,11,991.751884
252.0,11,991.75602
234.0,11,991.760159
264.0,12,991.764617
234.0,11,991.768571
236.0,11,991.772563
238.0,11,991.776566
252.0,12,991.780955
242.0,11,991.784874
228.0,11,991.78876
240.0,12,991.792972
236.0,11,991.796894
248.0,11,991.800682
234.0,11,991.80443
258.0,12,991.808559
242.0,12,991.812709
228.0,11,991.816429
232.0,11,991.820141
224.0,11,991.823858
236.0,11,991.829529
236.0,11,991.833217
242.0,11,991.836868
228.0,11,991.840493
236.0,11,991.844266
236.0,11,991.84799
232.0,11,991.888346
240.0,11,991.891668
250.0,11,991.895037
248.0,12,991.898598
226.0,11,991.901906
238.0,11,991.905398
226.0,11,991.90871
236.0,11,991.912089
228.0,11,991.915591
228.0,11,991.918925
236.0,11,991.922216
238.0,11,991.925567
238.0,11,991.930644
242.0,12,991.934312
250.0,12,991.937938
226.0,11,991.941208
238.0,11,993.32937
244.0,11,993.339161
248.0,12,993.349396
230.0,11,993.358302
226.0,11,993.367416
244.0,11,993.379636
234.0,11,993.388904
246.0,12,993.398685
230.0,11,993.407662
252.0,12,993.417321
248.0,12,993.426367
236.0,12,993.435946
242.0,11,993.444239
244.0,11,993.452473
238.0,11,993.460773
246.0,12,993.470031
248.0,12,993.481727
236.0,11,993.490223
232.0,11,993.498393
226.0,11,993.506599
250.0,12,993.515581
230.0,11,993.523561
252.0,12,993.53146
240.0,11,993.538544
248.0,12,993.54537
258.0,12,993.552248
240.0,12,993.558749
256.0,12,993.564907
232.0,11,993.570428
