#{"t_start": 1730000642.71511, "env_id": "w/TetrisEnv"}
r,l,t
240.0,11,749.227546
228.0,11,749.231573
246.0,11,749.23576
232.0,12,749.240158
238.0,12,749.244472
228.0,11,749.248368
230.0,11,749.252331
248.0,12,749.256543
236.0,11,749.26055
238.0,11,749.264448
236.0,11,749.26826
232.0,11,749.272032
232.0,11,749.275834
250.0,12,749.279828
238.0,11,749.283592
228.0,11,749.287234
266.0,12,749.291297
232.0,11,749.294968
236.0,11,749.300369
248.0,12,749.304603
248.0,11,749.308331
240.0,11,749.312
238.0,11,749.315666
242.0,11,749.319454
238.0,12,749.323494
242.0,12,749.327437
252.0,12,749.331386
252.0,12,749.335438
234.0,11,749.339031
248.0,12,749.34304
258.0,12,749.34699
248.0,11,749.350506
244.0,11,749.354105
232.0,11,749.357624
236.0,11,749.361233
240.0,11,749.364823
226.0,11,749.36835
230.0,11,749.37189
236.0,11,749.375467
246.0,12,749.3794
242.0,11,749.38289
238.0,11,749.386419
228.0,11,752.433694
250.0,12,752.450732
230.0,11,752.466263
228.0,11,752.474275
234.0,12,752.482276
224.0,11,752.489585
242.0,12,752.49751
234.0,11,752.507704
228.0,11,752.514875
230.0,11,752.522153
258.0,12,752.530059
230.0,11,752.537257
226.0,11,752.544302
230.0,11,752.551657
240.0,11,752.55871
238.0,11,752.565806
234.0,11,752.573319
232.0,11,752.58056
252.0,12,752.588678
240.0,12,752.596522
264.0,12,752.607183
228.0,11,752.614412
240.0,11,752.621593
240.0,11,752.628861
246.0,12,752.636596
228.0,11,752.643561
234.0,11,752.650539
248.0,11,752.657422
238.0,11,752.66425
248.0,12,752.671797
236.0,11,752.67845
226.0,11,752.685257
252.0,12,752.692126
232.0,11,752.698027
234.0,11,752.703865
246.0,12,752.712297
236.0,11,752.717811
238.0,12,752.723853
250.0,12,752.729756
240.0,11,752.735073
244.0,11,752.740253
240.0,11,752.74514
254.0,12,752.750532
250.0,12,752.755818
252.0,12,752.761117
256.0,12,752.766138
236.0,11,752.770753
248.0,12,752.775831
242.0,12,752.78078
248.0,12,752.785607
224.0,11,752.790004
236.0,11,752.794429
246.0,12,752.79921
246.0,12,752.803908
246.0,12,752.810564
246.0,12,752.8151
246.0,12,752.819624
256.0,12,752.824109
270.0,13,752.828965
244.0,12,752.833375
232.0,12,752.837801
244.0,11,752.841838
264.0,12,752.8462
248.0,12,752.850503
266.0,12,752.854731
236.0,11,752.85862
252.0,12,752.862853
230.0,11,752.866741
250.0,11,752.870602
256.0,12,752.874778
226.0,11,752.878597
224.0,11,752.882316
228.0,11,752.886059
230.0,11,752.889842
240.0,11,752.893598
230.0,11,752.897317
240.0,11,752.901058
250.0,12,752.905076
230.0,11,752.910508
230.0,11,752.914306
234.0,12,752.918382
230.0,11,752.922031
226.0,11,752.925786
234.0,11,752.929418
240.0,11,752.933031
230.0,11,752.936641
242.0,12,752.940516
250.0,12,752.944401
228.0,11,752.948017
242.0,11,752.951635
264.0,12,754.955402
256.0,12,754.965619
232.0,11,754.974755
232.0,11,754.983947
268.0,12,754.996754
270.0,12,755.006484
246.0,11,755.015181
248.0,12,755.024488
254.0,11,755.032815
246.0,11,755.041387
236.0,11,755.049858
258.0,12,755.058562
248.0,12,755.066449
252.0,12,755.074104
226.0,11,755.081215
228.0,11,755.088257
242.0,12,755.098512
230.0,11,755.10552
234.0,11,755.112516
226.0,11,755.11944
246.0,12,755.126867
232.0,11,755.133692
234.0,11,755.140529
240.0,11,755.147345
252.0,12,755.154705
240.0,11,755.161364
234.0,11,755.167437
254.0,12,755.173791
236.0,11,755.179612
226.0,11,755.184951
236.0,11,755.190237
244.0,12,755.198185
228.0,11,755.203255
274.0,13,755.208973
236.0,11,755.213774
236.0,11,755.218657
234.0,11,755.223592
244.0,11,755.228136
224.0,11,755.232698
226.0,11,755.237313
268.0,12,755.242249
236.0,12,755.247057
234.0,11,755.251388
228.0,11,755.255687
242.0,12,755.260325
228.0,11,755.264574
268.0,12,755.269215
226.0,11,755.273392
230.0,11,755.277434
230.0,11,755.281427
250.0,12,755.285858
246.0,12,755.290235
224.0,11,755.294217
254.0,12,755.300591
224.0,11,755.304614
226.0,11,755.3086
236.0,11,755.312565
250.0,12,755.316776
252.0,11,755.320735
234.0,11,755.324612
228.0,11,755.328527
266.0,12,755.332767
236.0,11,755.336666
248.0,12,755.340915
236.0,11,755.34473
230.0,11,755.348584
230.0,11,755.35244
248.0,11,755.356209
238.0,11,755.359995
240.0,11,755.36375
238.0,11,755.367558
244.0,12,755.371667
234.0,11,755.375414
234.0,11,755.379029
250.0,12,755.383007
254.0,12,755.387038
262.0,12,755.39109
238.0,11,755.394813
246.0,11,755.400465
238.0,11,755.404177
228.0,11,755.407839
226.0,11,755.411524
226.0,11,755.415146
232.0,11,755.41882
252.0,12,755.422723
228.0,11,755.426255
240.0,11,755.429779
236.0,11,755.433311
244.0,11,755.436807
240.0,12,755.440633
256.0,12,756.950342
234.0,11,756.95984
250.0,12,756.969776
234.0,11,756.978977
224.0,11,756.988112
236.0,11,756.997021
240.0,11,757.00568
258.0,12,757.014974
228.0,11,757.023382
242.0,12,757.032639
244.0,11,757.044123
224.0,11,757.052745
242.0,11,757.061172
250.0,12,757.070395
250.0,11,757.078632
240.0,11,757.086749
232.0,11,757.095063
238.0,11,757.103122
238.0,11,757.11129
242.0,11,757.119151
236.0,11,757.127006
256.0,12,757.13572
236.0,11,757.146269
278.0,13,757.154945
234.0,11,757.161878
242.0,11,757.168716
256.0,12,757.17579
246.0,12,757.182188
240.0,11,757.188257
234.0,11,757.193988
252.0,12,757.199837
228.0,11,757.205273
254.0,12,757.211259
248.0,11,757.216449
232.0,11,757.221535
236.0,12,757.227049
244.0,12,757.232291
246.0,12,757.237432
254.0,12,757.244426
236.0,11,757.249423
248.0,12,757.254747
236.0,11,757.259457
242.0,12,757.264392
240.0,11,757.268936
230.0,11,757.273412
264.0,12,757.278185
248.0,11,757.282684
248.0,12,757.287625
232.0,11,757.292027
232.0,11,757.296378
232.0,11,757.300703
224.0,11,757.304989
246.0,11,757.30921
226.0,11,757.313434
236.0,11,757.31749
246.0,12,757.321718
242.0,11,757.325705
236.0,11,757.329679
238.0,11,757.333689
240.0,11,757.337723
246.0,11,757.341769
238.0,11,757.347588
256.0,12,757.352083
232.0,11,757.356425
262.0,12,757.361007
230.0,11,757.364962
244.0,11,757.369023
232.0,11,757.373047
236.0,11,757.376885
246.0,11,757.380666
260.0,12,757.384884
232.0,11,757.388708
230.0,11,757.392495
226.0,11,757.396253
246.0,12,757.400475
252.0,12,757.404606
244.0,11,757.408405
244.0,11,757.412099
232.0,11,757.415792
236.0,11,757.419525
226.0,11,757.423291
232.0,11,757.427045
242.0,12,757.431067
232.0,11,757.434785
238.0,12,757.438799
230.0,12,757.442724
242.0,11,757.447947
254.0,12,757.451964
230.0,11,757.455563
238.0,11,757.459173
246.0,11,758.876643
242.0,11,758.8899
232.0,11,758.899042
226.0,11,758.90841
234.0,11,758.917552
244.0,11,758.926556
250.0,12,758.935839
234.0,11,758.94434
236.0,11,758.952892
234.0,11,758.961369
234.0,11,758.969729
262.0,12,758.978862
256.0,12,758.990654
250.0,12,759.000115
228.0,11,759.008501
236.0,12,759.017432
226.0,11,759.02576
242.0,11,759.033874
228.0,11,759.041709
252.0,12,759.050085
250.0,11,759.057998
234.0,11,759.065706
242.0,12,759.074154
242.0,11,759.081936
232.0,11,759.088883
238.0,11,759.098134
244.0,11,759.104763
234.0,11,759.110758
226.0,11,759.116831
236.0,11,759.122949
226.0,11,759.128937
228.0,11,759.13436
250.0,12,759.140243
242.0,11,759.145737
230.0,12,759.151571
234.0,11,759.156622
244.0,12,759.16204
248.0,12,759.167394
254.0,12,759.172668
254.0,12,759.177817
240.0,11,759.182601
226.0,11,759.187373
262.0,12,759.19448
228.0,11,759.199146
250.0,12,759.204216
248.0,12,759.209061
260.0,12,759.213827
224.0,11,759.21824
236.0,11,759.222676
230.0,11,759.227058
238.0,11,759.231325
236.0,11,759.235476
238.0,12,759.240046
258.0,12,759.244634
238.0,11,759.248701
230.0,11,759.252802
244.0,12,759.257216
234.0,11,759.261204
244.0,11,759.265177
228.0,11,759.269132
248.0,11,759.273207
236.0,11,759.277265
262.0,12,759.281544
234.0,11,759.285504
234.0,12,759.289724
242.0,12,759.295694
238.0,11,759.299597
236.0,11,759.303448
226.0,11,759.307296
234.0,11,759.311029
246.0,12,759.315088
224.0,11,759.31889
236.0,11,759.322587
254.0,12,759.326597
226.0,11,759.330294
242.0,11,759.334
228.0,11,759.337808
252.0,12,759.341975
258.0,12,759.346087
256.0,13,759.350528
240.0,11,759.354358
232.0,11,759.358108
230.0,11,759.361783
236.0,11,759.365502
230.0,11,759.369242
224.0,11,759.372859
248.0,12,759.376893
244.0,12,759.380827
228.0,11,759.384464
228.0,11,759.388094
234.0,11,759.391801
234.0,11,760.798046
224.0,11,760.807549
258.0,12,760.817497
250.0,11,760.826718
232.0,11,760.835768
226.0,11,760.847852
254.0,12,760.857606
244.0,12,760.867081
254.0,12,760.87653
242.0,11,760.884975
232.0,11,760.89307
242.0,11,760.901776
258.0,12,760.911016
226.0,11,760.919697
232.0,11,760.927943
240.0,12,760.936784
238.0,12,760.948355
232.0,11,760.956735
264.0,13,760.966481
246.0,11,760.974475
232.0,11,760.982546
244.0,11,760.990847
234.0,11,760.998686
224.0,11,761.005682
252.0,12,761.012966
244.0,12,761.019578
254.0,12,761.026084
246.0,12,761.032392
230.0,11,761.037833
240.0,11,761.043255
234.0,11,761.050934
232.0,11,761.056064
224.0,11,761.061132
230.0,11,761.066402
240.0,12,761.071937
244.0,11,761.076943
236.0,11,761.081641
276.0,13,761.087179
234.0,11,761.091911
242.0,11,761.096572
242.0,11,761.101502
242.0,11,761.106087
252.0,12,761.110998
256.0,12,761.115862
250.0,12,761.120653
250.0,12,761.125443
246.0,11,761.129617
260.0,12,761.134297
252.0,11,761.138633
236.0,11,761.142895
232.0,11,761.148978
230.0,11,761.15329
244.0,11,761.157457
246.0,12,761.161865
226.0,11,761.166009
224.0,11,761.170238
232.0,11,761.174187
230.0,11,761.178149
252.0,12,761.1825
234.0,11,761.186504
226.0,11,761.190438
234.0,12,761.194765
240.0,12,761.199121
240.0,11,761.203047
224.0,11,761.206964
242.0,11,761.210754
234.0,11,761.214541
240.0,11,761.218451
232.0,11,761.222231
232.0,11,761.226006
236.0,12,761.230167
232.0,11,761.233817
224.0,11,761.237482
240.0,11,761.241143
250.0,12,761.245176
234.0,11,761.250729
228.0,11,761.25453
232.0,11,761.258384
254.0,12,761.262466
228.0,11,761.266314
256.0,12,761.270536
248.0,12,761.274615
242.0,12,761.278759
234.0,11,761.282396
244.0,11,761.286019
246.0,12,761.28997
258.0,12,761.293876
226.0,11,761.297544
256.0,12,761.301407
236.0,11,761.30501
230.0,11,763.524967
228.0,11,763.534057
250.0,12,763.543877
272.0,13,763.55795
232.0,11,763.567128
232.0,11,763.575995
244.0,12,763.585629
234.0,11,763.594002
224.0,11,763.602618
240.0,11,763.611038
230.0,11,763.619667
234.0,11,763.62848
228.0,11,763.636707
228.0,11,763.64494
256.0,12,763.653974
236.0,11,763.66489
236.0,11,763.673165
260.0,12,763.682097
250.0,12,763.690912
240.0,11,763.698954
248.0,11,763.706935
232.0,11,763.714761
248.0,11,763.721951
264.0,12,763.729302
246.0,11,763.73541
258.0,13,763.742408
226.0,11,763.748466
234.0,11,763.754049
246.0,12,763.7621
230.0,11,763.767752
244.0,11,763.773294
240.0,11,763.778635
232.0,11,763.783652
270.0,13,763.789594
250.0,12,763.795023
244.0,12,763.800401
230.0,11,763.805295
232.0,11,763.810079
234.0,12,763.815145
244.0,12,763.820325
244.0,12,763.825462
240.0,11,763.829902
246.0,11,763.834266
232.0,11,763.838596
232.0,11,763.843033
250.0,12,763.847841
236.0,11,763.852054
252.0,12,763.856735
226.0,11,763.862966
232.0,11,763.867359
234.0,11,763.871698
226.0,11,763.875863
228.0,11,763.879983
248.0,11,763.884226
258.0,12,763.888844
228.0,11,763.892918
238.0,11,763.896894
232.0,11,763.90085
236.0,12,763.905392
236.0,11,763.909447
234.0,11,763.913445
250.0,12,763.917786
232.0,11,763.921779
240.0,11,763.925609
234.0,11,763.929462
270.0,13,763.933888
240.0,12,763.937954
272.0,13,763.942358
248.0,12,763.946392
234.0,11,763.950089
256.0,12,763.954243
264.0,12,763.958337
260.0,12,763.964174
236.0,12,763.968364
264.0,13,763.972819
226.0,11,763.976556
228.0,11,763.980318
232.0,11,763.984083
248.0,12,763.98822
250.0,11,763.991965
244.0,11,763.995682
242.0,11,763.999401
246.0,12,764.003548
230.0,11,764.007333
234.0,12,764.011372
248.0,12,764.015392
234.0,11,764.019009
252.0,12,764.022956
248.0,12,764.026945
244.0,12,765.751498
242.0,12,765.762069
226.0,11,765.771691
232.0,11,765.780662
258.0,12,765.790363
232.0,11,765.799045
234.0,11,765.807661
236.0,11,765.81626
248.0,12,765.828543
252.0,12,765.837752
232.0,11,765.846153
238.0,11,765.854759
250.0,12,765.863953
248.0,11,765.872371
228.0,11,765.880456
230.0,11,765.888618
224.0,11,765.896477
230.0,11,765.904595
230.0,11,765.912677
240.0,11,765.920832
226.0,11,765.93188
232.0,11,765.940013
232.0,11,765.948302
242.0,11,765.956239
234.0,11,765.964163
248.0,12,765.971788
238.0,11,765.978604
236.0,12,765.985586
234.0,11,765.99155
238.0,11,765.997474
246.0,12,766.003938
246.0,12,766.009979
254.0,12,766.015903
228.0,11,766.021357
224.0,11,766.030014
246.0,12,766.035662
230.0,11,766.040936
248.0,12,766.04646
236.0,11,766.051453
252.0,11,766.056434
228.0,11,766.061038
232.0,11,766.065632
250.0,11,766.070387
230.0,11,766.075088
238.0,12,766.080146
228.0,11,766.08476
246.0,11,766.089282
236.0,11,766.093613
232.0,11,766.097952
266.0,12,766.102723
250.0,11,766.107118
268.0,13,766.112245
254.0,12,766.116983
276.0,12,766.121656
246.0,11,766.125912
242.0,12,766.133713
256.0,12,766.138285
234.0,11,766.14246
234.0,11,766.146685
232.0,11,766.150745
250.0,12,766.155326
232.0,11,766.159393
228.0,11,766.163497
244.0,11,766.167665
254.0,12,766.172211
236.0,11,766.176234
258.0,12,766.180585
262.0,12,766.184847
228.0,11,766.188824
232.0,11,766.192787
228.0,11,766.19664
254.0,12,766.200839
236.0,11,766.204784
260.0,12,766.209136
226.0,11,766.213064
256.0,12,766.217239
228.0,11,766.221011
244.0,11,766.224855
234.0,11,766.228609
250.0,11,766.235501
226.0,11,766.239365
266.0,12,766.2435
244.0,12,766.247679
230.0,11,766.251579
262.0,12,766.255695
252.0,12,766.259855
252.0,12,766.263941
246.0,11,766.267696
244.0,11,766.271427
236.0,11,766.275064
252.0,12,769.187304
242.0,11,769.20189
236.0,11,769.209824
252.0,12,769.217922
234.0,11,769.225307
246.0,11,769.232625
252.0,12,769.240595
236.0,11,769.247658
240.0,12,769.255507
234.0,11,769.266669
258.0,12,769.274663
230.0,11,769.281703
228.0,11,769.288751
234.0,11,769.295714
224.0,11,769.302737
274.0,12,769.310843
244.0,12,769.318432
244.0,12,769.325809
236.0,11,769.332789
240.0,12,769.340248
240.0,11,769.347096
244.0,12,769.354395
268.0,13,769.36191
232.0,11,769.371016
228.0,11,769.376927
238.0,11,769.38258
236.0,11,769.387974
252.0,12,769.393812
240.0,11,769.39935
236.0,11,769.405012
244.0,12,769.410944
234.0,11,769.416258
252.0,12,769.421613
244.0,12,769.426959
224.0,11,769.431825
234.0,11,769.436681
240.0,11,769.441389
232.0,11,769.445973
250.0,12,769.451005
228.0,11,769.455529
250.0,11,769.460005
244.0,11,769.464401
260.0,12,769.471161
228.0,11,769.475586
232.0,11,769.479865
270.0,12,769.484619
228.0,11,769.488996
224.0,11,769.493306
240.0,11,769.497473
252.0,12,769.50184
230.0,11,769.505928
228.0,11,769.509931
252.0,12,769.514337
236.0,11,769.518398
238.0,11,769.522421
228.0,11,769.526356
238.0,11,769.530277
250.0,11,769.53421
278.0,13,769.538818
232.0,11,769.542672
234.0,11,769.546463
244.0,12,769.550563
236.0,11,769.55433
256.0,12,769.558374
232.0,11,769.562025
252.0,12,769.56607
254.0,12,769.571689
228.0,11,769.575721
250.0,11,769.579502
232.0,11,769.583147
228.0,11,769.586969
236.0,11,769.590702
236.0,11,769.594452
228.0,11,769.598144
230.0,11,769.60191
236.0,11,769.605576
242.0,12,769.609501
254.0,12,769.61346
240.0,12,769.61728
238.0,12,769.621109
240.0,11,769.624662
236.0,11,769.628167
238.0,12,769.632063
246.0,11,769.635633
258.0,12,769.639512
254.0,12,769.643349
250.0,12,769.647161
236.0,11,769.650614
238.0,11,769.654048
226.0,11,769.657584
224.0,11,772.70926
242.0,12,772.726901
246.0,12,772.739621
232.0,11,772.747169
252.0,12,772.755166
230.0,11,772.762799
244.0,11,772.770351
240.0,12,772.7783
242.0,12,772.789411
254.0,12,772.797398
252.0,11,772.804691
258.0,12,772.812619
242.0,11,772.819922
228.0,11,772.827242
226.0,11,772.83418
248.0,12,772.841869
256.0,12,772.849563
224.0,11,772.856626
246.0,12,772.864492
252.0,12,772.872046
252.0,12,772.879507
244.0,12,772.889683
232.0,11,772.895908
238.0,11,772.901977
244.0,12,772.910504
224.0,11,772.918579
238.0,11,772.924182
228.0,11,772.92969
234.0,11,772.935083
232.0,11,772.94035
230.0,11,772.945286
234.0,11,772.950522
250.0,12,772.955858
254.0,12,772.961069
242.0,11,772.965857
230.0,11,772.970695
246.0,12,772.975732
254.0,12,772.980575
232.0,11,772.985151
236.0,11,772.991807
228.0,11,772.996346
262.0,12,773.001585
242.0,11,773.006068
234.0,11,773.010543
240.0,11,773.014756
236.0,11,773.018992
234.0,12,773.02364
246.0,12,773.028132
258.0,12,773.032611
244.0,11,773.03688
246.0,12,773.041394
246.0,11,773.045307
228.0,11,773.049269
236.0,11,773.053406
248.0,12,773.057787
238.0,11,773.062024
242.0,12,773.066324
252.0,12,773.070636
232.0,11,773.074472
248.0,11,773.078207
242.0,12,773.082342
228.0,11,773.086178
234.0,11,773.092162
250.0,11,773.096008
240.0,11,773.099963
250.0,12,773.104235
248.0,11,773.107991
250.0,12,773.11215
256.0,12,773.11622
240.0,11,773.120835
234.0,11,773.124952
238.0,12,773.129171
236.0,12,773.133425
246.0,11,773.137239
232.0,11,773.141026
234.0,11,773.144865
240.0,11,773.14866
234.0,11,773.152422
238.0,11,773.156186
224.0,11,773.160054
236.0,11,773.163854
238.0,12,773.167884
226.0,11,773.171602
252.0,12,773.175681
230.0,11,773.179323
226.0,11,773.182971
246.0,12,773.186931
226.0,11,773.193647
254.0,12,773.197698
228.0,11,773.201462
228.0,11,776.306253
234.0,11,776.320104
284.0,13,776.329213
228.0,11,776.336634
224.0,11,776.344055
238.0,12,776.352262
250.0,12,776.360464
240.0,11,776.367678
242.0,11,776.375017
238.0,12,776.382791
238.0,12,776.390435
226.0,11,776.397636
230.0,11,776.407804
246.0,12,776.415514
232.0,11,776.422633
228.0,11,776.429729
250.0,12,776.43726
252.0,11,776.444227
250.0,12,776.451694
224.0,11,776.458716
252.0,12,776.466138
234.0,11,776.473045
238.0,11,776.479533
236.0,11,776.4855
256.0,12,776.492032
228.0,11,776.49768
232.0,11,776.505258
246.0,12,776.511276
244.0,11,776.516747
230.0,11,776.521854
252.0,12,776.527221
234.0,11,776.532014
226.0,11,776.536939
244.0,11,776.541826
258.0,12,776.546867
